Target2,DataPseKNC1,DataPseKNC2 ,DataPseKNC3,DataPseKNC4,DataPseKNC5,DataPseKNC6,DataPseKNC7,DataPseKNC8,DataPseKNC9,DataPseKNC10,DataPseKNC11,DataPseKNC12,DataPseKNC13,DataPseKNC14,DataPseKNC15,DataPseKNC16,DataPseKNC17,DataPseKNC18,DataPseKNC19,DataPseKNC20,DataPseKNC21,DataPseKNC22,DataPseKNC23,DataPseKNC24,DataPseKNC25,DataPseKNC26,DataPseKNC27,DataPseKNC28,DataPseKNC29,DataPseKNC30,DataPseKNC31,DataPseKNC32,DataPseKNC33,DataPseKNC34,DataPseKNC35,DataPseKNC36,DataPseKNC37,DataPseKNC38,DataPseKNC39,DataPseKNC40,DataPseKNC41,DataPseKNC42,DataPseKNC43,DataPseKNC44,DataPseKNC45,DataPseKNC46,DataPseKNC47,DataPseKNC48,DataPseKNC49,DataPseKNC50,DataPseKNC51,DataPseKNC52,DataPseKNC53,DataPseKNC54,DataPseKNC55,DataPseKNC56,DataPseKNC57,DataPseKNC58,DataPseKNC59,DataPseKNC60,DataPseKNC61,DataPseKNC62,DataPseKNC63,DataPseKNC64,Lambda1,Lambda2
0,0,0.016532693,0,0,0.016532693,0.016532693,0,0,0,0,0.016532693,0.033065385,0,0.033065385,0,0,0,0.016532693,0.033065385,0.033065385,0.033065385,0.033065385,0.049598078,0,0,0.033065385,0.016532693,0,0,0,0,0,0.016532693,0,0.016532693,0.016532693,0.033065385,0.016532693,0,0,0.033065385,0,0.033065385,0,0,0.016532693,0.016532693,0,0,0,0,0,0,0.049598078,0,0,0,0.016532693,0,0,0,0,0,0,0.208847312,0.146377672
0,0,0,0,0.014496776,0,0,0,0,0,0.014496776,0,0,0,0,0,0.028993553,0,0,0,0,0,0,0.028993553,0,0,0,0,0.043490329,0,0,0,0.014496776,0.014496776,0,0.014496776,0,0,0,0.014496776,0.014496776,0.014496776,0.014496776,0.028993553,0,0,0.014496776,0.043490329,0.028993553,0,0,0,0.014496776,0,0.028993553,0,0,0.014496776,0,0.028993553,0.043490329,0.014496776,0.014496776,0.043490329,0.014496776,0.260682772,0.173942951
0,0.068192428,0.017048107,0.017048107,0.068192428,0,0,0,0.017048107,0,0,0,0.034096214,0.017048107,0.017048107,0.017048107,0.017048107,0,0,0,0,0,0.017048107,0,0.017048107,0,0,0,0,0.034096214,0,0,0,0.051144321,0,0,0,0,0,0,0,0.034096214,0,0.017048107,0,0.017048107,0,0,0.017048107,0.051144321,0,0.017048107,0.017048107,0,0.017048107,0,0,0.017048107,0,0.017048107,0,0.017048107,0,0.017048107,0,0.138181556,0.196942271
0,0,0,0.015671256,0,0,0,0.015671256,0,0.015671256,0.015671256,0.015671256,0,0,0.015671256,0,0.031342512,0,0,0.015671256,0.031342512,0.015671256,0.015671256,0,0.015671256,0,0.031342512,0.015671256,0,0,0,0,0.015671256,0,0,0.015671256,0.015671256,0,0.015671256,0.031342512,0,0.015671256,0,0.062685024,0.015671256,0,0,0,0.015671256,0.015671256,0.015671256,0,0,0.031342512,0.015671256,0,0,0,0,0,0,0.031342512,0.015671256,0,0.015671256,0.21309612,0.175724895
0,0,0,0,0,0.014430623,0,0.014430623,0,0,0,0,0,0,0.014430623,0,0.014430623,0,0,0,0.014430623,0,0.014430623,0,0.014430623,0,0,0,0.014430623,0,0,0.014430623,0.014430623,0,0,0,0,0,0,0,0,0,0,0,0.028861247,0.014430623,0,0.014430623,0.057722494,0,0.028861247,0,0.014430623,0,0.014430623,0,0,0,0,0.028861247,0.04329187,0.028861247,0,0.057722494,0.08658374,0.274170396,0.163035292
0,0.015989027,0,0,0.015989027,0,0.015989027,0,0,0,0.015989027,0,0,0.04796708,0,0,0.04796708,0.015989027,0.015989027,0,0,0.031978053,0,0,0,0,0,0.015989027,0,0.015989027,0,0,0,0,0,0.015989027,0.015989027,0,0,0.015989027,0,0.015989027,0,0.015989027,0.015989027,0,0,0.015989027,0.015989027,0.015989027,0,0,0.063956106,0,0.015989027,0,0.015989027,0.015989027,0,0.015989027,0.015989027,0,0.031978053,0.031978053,0.015989027,0.193479693,0.182948269
0,0.031497462,0,0.015748731,0,0.015748731,0.015748731,0,0,0,0.031497462,0,0.015748731,0,0,0,0.015748731,0.031497462,0.015748731,0,0,0.015748731,0.078743655,0.015748731,0,0.015748731,0.031497462,0,0.015748731,0.031497462,0,0,0,0,0,0,0.015748731,0,0.015748731,0.047246193,0,0,0,0,0,0,0.031497462,0,0,0,0.015748731,0.015748731,0,0.015748731,0,0,0.031497462,0,0,0,0,0,0.015748731,0,0.015748731,0.250780274,0.135019214
0,0.069728526,0,0.017432132,0.017432132,0,0,0.017432132,0.017432132,0.034864263,0.034864263,0,0,0.017432132,0,0,0.017432132,0,0.017432132,0.034864263,0,0.017432132,0,0,0.017432132,0,0,0.017432132,0,0,0,0,0.017432132,0.034864263,0,0,0.017432132,0.034864263,0.034864263,0,0,0.017432132,0.017432132,0.017432132,0,0,0,0,0,0,0.017432132,0.017432132,0,0,0,0,0,0,0.017432132,0.017432132,0,0,0,0.034864263,0.034864263,0.179140138,0.141006728
0,0,0,0,0.016695206,0,0,0,0.033390412,0,0.016695206,0.016695206,0,0,0,0,0.066780825,0,0,0.016695206,0,0,0,0,0,0.016695206,0,0,0,0.033390412,0.033390412,0,0.016695206,0,0,0,0.033390412,0,0,0,0.016695206,0,0,0,0.016695206,0,0.016695206,0,0,0.016695206,0.033390412,0.016695206,0.016695206,0.016695206,0,0.016695206,0.016695206,0.016695206,0,0,0,0.050085618,0.016695206,0.016695206,0.066780825,0.181305542,0.167581418
0,0.034921084,0.017460542,0.017460542,0.017460542,0,0.017460542,0,0,0.017460542,0.017460542,0,0.017460542,0,0.017460542,0.017460542,0,0.034921084,0,0.017460542,0.017460542,0.017460542,0.052381626,0,0.017460542,0,0,0,0,0,0,0.017460542,0.017460542,0.017460542,0,0.017460542,0,0.017460542,0,0,0.017460542,0,0.017460542,0,0,0,0.017460542,0.017460542,0.017460542,0,0,0,0,0.017460542,0.017460542,0,0,0.017460542,0,0.017460542,0.034921084,0,0.017460542,0.017460542,0.017460542,0.160810487,0.15822837
0,0,0,0,0,0,0,0,0,0,0,0.03477728,0,0,0,0,0.01738864,0,0,0.01738864,0,0,0.01738864,0,0.01738864,0,0,0,0.01738864,0,0.01738864,0,0.03477728,0,0,0,0,0,0,0.01738864,0.01738864,0,0.03477728,0.06955456,0,0.01738864,0.01738864,0,0,0,0,0.01738864,0.01738864,0.01738864,0,0,0.03477728,0,0,0,0.01738864,0.01738864,0.01738864,0.01738864,0.173886399,0.191525725,0.130317318
0,0.033688972,0,0,0.033688972,0.016844486,0.016844486,0,0,0.016844486,0,0,0,0.016844486,0,0,0.033688972,0,0.016844486,0.016844486,0.016844486,0,0.016844486,0.016844486,0.016844486,0.016844486,0,0.016844486,0.016844486,0,0.016844486,0,0.016844486,0.016844486,0.016844486,0,0,0,0,0.016844486,0,0,0.016844486,0.033688972,0,0,0.016844486,0,0,0.016844486,0,0,0,0.016844486,0.016844486,0.016844486,0.016844486,0,0,0.016844486,0,0,0.033688972,0.016844486,0.033688972,0.187926913,0.155138129
0,0.014997732,0,0.014997732,0.014997732,0.014997732,0,0.029995463,0,0,0.014997732,0.014997732,0,0.029995463,0.014997732,0,0.014997732,0,0.029995463,0.014997732,0.014997732,0,0,0,0,0,0,0.014997732,0,0,0,0.029995463,0,0,0,0,0.029995463,0.029995463,0,0,0.014997732,0.014997732,0.014997732,0.029995463,0.014997732,0,0,0,0.014997732,0.029995463,0,0,0,0.014997732,0,0,0.014997732,0.014997732,0.014997732,0.014997732,0,0,0.014997732,0.014997732,0,0.230260524,0.18482794
0,0.129021906,0.018431701,0,0.018431701,0,0.018431701,0,0,0,0,0,0,0,0.018431701,0,0.018431701,0.036863402,0,0,0.018431701,0.036863402,0,0.018431701,0,0,0.018431701,0.018431701,0,0,0.036863402,0,0,0,0,0,0,0.018431701,0.018431701,0.018431701,0,0,0.018431701,0,0,0,0,0,0.018431701,0,0,0,0,0,0.036863402,0,0.036863402,0,0.018431701,0,0.018431701,0,0.018431701,0.036863402,0.055295103,0.164039373,0.117124292
0,0.02099822,0,0.02099822,0,0,0.02099822,0,0,0,0.02099822,0,0,0,0,0,0,0.02099822,0.02099822,0,0,0.02099822,0.08399288,0,0.04199644,0.02099822,0,0,0,0,0.02099822,0.02099822,0.02099822,0,0,0,0,0.02099822,0.02099822,0,0,0,0,0,0,0,0,0,0.02099822,0,0,0,0,0,0.02099822,0.02099822,0.02099822,0,0.02099822,0,0.02099822,0,0.04199644,0,0.25197864,0.111208463,0.069860956
0,0,0,0.027723607,0,0,0.013861803,0.027723607,0,0.027723607,0,0.013861803,0,0,0,0.013861803,0.013861803,0,0.013861803,0.013861803,0,0.027723607,0.013861803,0,0,0.013861803,0,0.013861803,0,0,0,0,0.013861803,0.013861803,0.027723607,0,0,0,0.013861803,0,0,0,0.013861803,0,0.013861803,0.013861803,0,0.027723607,0,0.013861803,0,0,0.027723607,0,0,0,0,0,0,0.013861803,0.027723607,0.027723607,0,0,0.055447214,0.25186809,0.207521576
0,0.030249674,0.015124837,0.015124837,0,0,0.015124837,0,0,0,0,0,0.030249674,0.015124837,0,0,0.015124837,0.015124837,0,0,0,0,0,0,0.015124837,0,0,0,0,0,0,0,0.015124837,0,0,0.015124837,0,0,0,0,0,0,0,0,0.015124837,0.015124837,0,0.030249674,0.060499349,0.015124837,0,0,0.030249674,0.015124837,0,0,0,0.015124837,0,0.015124837,0.060499349,0.030249674,0.015124837,0.060499349,0.015124837,0.227420984,0.182710366
0,0.030123634,0.030123634,0.030123634,0.015061817,0.015061817,0,0.015061817,0.015061817,0.030123634,0,0.015061817,0,0.015061817,0,0,0.030123634,0.030123634,0,0,0,0,0,0,0,0,0,0,0.015061817,0,0,0.015061817,0,0,0,0.015061817,0.015061817,0.015061817,0,0,0,0,0,0,0.015061817,0,0,0,0.045185451,0.045185451,0.015061817,0,0,0,0,0,0,0,0.015061817,0,0.015061817,0.045185451,0,0.015061817,0.030123634,0.232051492,0.180537639
0,0.053657576,0,0.035771717,0.035771717,0,0,0,0,0.017885859,0.017885859,0.017885859,0,0,0.017885859,0.017885859,0.017885859,0.017885859,0,0,0.017885859,0.017885859,0.035771717,0.017885859,0,0.035771717,0.017885859,0,0,0,0,0.017885859,0,0.053657576,0,0.017885859,0,0.017885859,0.035771717,0.035771717,0,0,0.017885859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017885859,0.017885859,0.035771717,0,0,0,0,0.017885859,0.017885859,0.186389605,0.11606191
0,0.112527827,0,0.056263913,0,0,0,0.018754638,0,0.131282465,0,0,0,0.037509276,0,0.018754638,0,0,0,0,0,0,0,0,0.018754638,0.018754638,0,0,0,0,0,0,0.018754638,0.037509276,0.018754638,0.075018551,0,0,0.018754638,0,0,0,0.018754638,0,0,0,0,0,0,0.018754638,0,0,0.037509276,0,0,0,0,0,0,0.018754638,0,0.018754638,0,0,0.037509276,0.154135803,0.114433323
0,0,0,0,0,0,0.015172463,0,0,0.015172463,0,0.030344925,0,0,0,0,0,0,0,0.015172463,0,0.015172463,0.015172463,0.045517388,0,0.030344925,0.015172463,0.015172463,0,0,0.015172463,0.015172463,0.015172463,0,0.015172463,0.045517388,0,0,0.015172463,0.015172463,0.045517388,0.015172463,0,0,0.030344925,0,0,0.045517388,0,0,0,0,0,0,0.015172463,0,0,0,0.060689851,0,0.015172463,0,0,0.015172463,0,0.255579983,0.152693972
0,0.106706375,0.035568792,0.017784396,0,0.053353188,0.017784396,0,0,0,0.017784396,0,0,0.017784396,0,0.017784396,0,0.035568792,0.017784396,0,0.035568792,0.035568792,0.035568792,0,0.017784396,0,0,0,0,0,0,0,0.035568792,0,0,0,0,0,0.035568792,0,0,0,0.017784396,0,0,0,0,0,0,0.017784396,0,0,0.017784396,0,0,0,0.017784396,0,0,0.017784396,0,0.017784396,0.017784396,0,0.035568792,0.177848405,0.128560155
0,0.029644391,0,0.029644391,0,0,0,0,0,0.014822196,0,0.014822196,0,0,0,0.014822196,0,0.014822196,0,0,0,0.014822196,0.014822196,0.014822196,0,0,0.044466587,0.044466587,0,0,0.014822196,0,0,0.014822196,0,0,0.014822196,0,0.029644391,0.044466587,0.014822196,0.014822196,0.044466587,0.103755369,0,0,0,0,0,0,0,0,0,0,0,0.014822196,0,0,0,0.014822196,0,0,0,0,0,0.20918619,0.212748181
0,0,0.015567549,0,0,0,0,0.015567549,0,0,0,0.015567549,0.015567549,0,0.015567549,0,0.015567549,0,0,0,0,0,0,0,0.031135098,0.015567549,0,0.015567549,0,0,0,0,0.031135098,0.015567549,0,0.031135098,0.031135098,0,0.015567549,0,0,0.046702647,0,0.031135098,0.015567549,0,0.031135098,0.015567549,0,0,0,0,0,0,0.031135098,0.015567549,0,0.015567549,0.015567549,0.015567549,0.015567549,0,0,0.046702647,0.031135098,0.18185357,0.211012016
0,0.014827479,0.029654958,0,0,0.044482436,0,0.014827479,0,0,0,0,0,0,0,0,0,0.029654958,0.044482436,0,0,0.014827479,0.044482436,0,0.044482436,0,0.059309915,0,0,0,0.044482436,0,0,0,0,0,0,0.014827479,0.044482436,0.014827479,0,0,0.014827479,0,0.014827479,0,0,0,0.014827479,0,0,0,0,0,0.014827479,0.029654958,0,0,0,0.014827479,0,0,0,0.014827479,0,0.285892969,0.135835357
0,0.031996566,0,0.047994849,0,0,0,0,0,0,0.047994849,0.015998283,0,0,0,0.015998283,0,0.015998283,0,0.015998283,0,0,0,0,0,0,0,0,0.015998283,0,0,0,0.015998283,0,0,0,0,0.031996566,0,0.015998283,0.015998283,0,0.015998283,0.127986263,0.015998283,0.015998283,0,0.015998283,0.015998283,0.015998283,0,0,0.015998283,0,0,0,0,0,0,0.015998283,0.015998283,0.015998283,0,0.015998283,0.031996566,0.222262331,0.153804637
0,0,0,0.016531126,0,0,0,0,0,0,0.016531126,0,0.033062252,0,0,0.016531126,0.016531126,0,0,0.016531126,0,0,0,0,0.016531126,0,0,0,0.033062252,0,0,0.033062252,0,0.016531126,0,0.016531126,0.033062252,0,0,0.016531126,0,0.016531126,0,0,0,0,0.016531126,0.016531126,0.033062252,0,0,0,0,0.016531126,0.016531126,0.016531126,0.016531126,0.049593379,0,0.016531126,0,0,0.066124505,0,0.082655631,0.17204147,0.183244607
0,0.147591994,0,0.036897999,0.018448999,0.018448999,0,0,0,0.036897999,0.018448999,0.055346998,0,0,0,0.036897999,0,0.018448999,0.018448999,0,0,0,0,0,0,0,0,0,0,0,0,0.018448999,0,0.018448999,0,0.073795997,0.018448999,0.018448999,0,0,0.018448999,0.055346998,0.018448999,0.018448999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036897999,0,0.018448999,0,0,0,0,0,0.139854423,0.140634605
0,0,0,0.015991245,0.015991245,0,0.03198249,0,0,0.015991245,0,0.015991245,0,0.015991245,0,0.03198249,0.015991245,0.015991245,0,0,0.015991245,0.015991245,0.015991245,0.015991245,0,0.015991245,0,0,0,0,0.015991245,0,0.015991245,0.015991245,0.015991245,0.015991245,0.015991245,0.015991245,0,0.015991245,0,0,0.03198249,0.015991245,0,0,0.015991245,0,0,0,0.015991245,0,0,0,0,0,0.03198249,0.03198249,0,0.015991245,0.015991245,0,0,0.03198249,0.03198249,0.20113372,0.175207733
0,0.049931578,0.033287719,0,0,0.033287719,0.016643859,0,0.016643859,0.033287719,0,0.016643859,0,0.016643859,0.033287719,0,0.016643859,0,0.033287719,0.033287719,0,0,0.033287719,0,0.016643859,0,0,0,0,0,0,0.016643859,0.016643859,0.033287719,0,0,0,0,0,0,0,0,0,0.016643859,0.016643859,0.016643859,0,0,0,0,0,0,0.066575437,0.033287719,0,0,0,0.016643859,0,0,0,0.033287719,0,0,0,0.205201531,0.145687958
0,0.015388034,0,0.046164103,0,0,0,0,0.015388034,0,0.015388034,0.030776069,0,0.015388034,0,0,0.030776069,0,0.015388034,0,0.030776069,0.046164103,0.046164103,0,0,0,0,0.015388034,0,0.015388034,0,0,0,0.015388034,0,0,0,0,0.015388034,0.015388034,0,0.015388034,0,0.015388034,0.030776069,0,0.030776069,0,0,0.015388034,0,0,0.015388034,0,0.030776069,0,0,0,0.015388034,0,0.015388034,0,0,0.030776069,0,0.208609479,0.191257179
0,0.027983157,0,0,0.027983157,0.013991578,0,0.013991578,0.013991578,0,0,0,0,0,0,0.013991578,0.013991578,0.027983157,0,0.013991578,0,0,0,0,0,0.013991578,0.013991578,0.013991578,0.013991578,0,0.013991578,0.013991578,0,0,0.027983157,0,0,0.013991578,0,0,0.013991578,0,0,0,0.013991578,0,0.041974735,0.013991578,0,0,0,0,0,0.013991578,0,0.041974735,0,0.013991578,0.013991578,0,0.027983157,0,0,0.013991578,0.041974735,0.243933236,0.210395205
0,0,0,0,0.01512851,0.136156587,0,0,0,0,0,0,0,0,0,0.01512851,0,0.01512851,0.136156587,0,0,0.01512851,0.090771058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01512851,0,0,0,0,0.030257019,0.01512851,0,0,0.01512851,0,0,0,0,0,0,0,0,0,0,0.01512851,0.030257019,0,0,0,0.01512851,0.030257019,0.305402099,0.104586023
0,0,0.029700821,0.014850411,0,0.014850411,0,0.014850411,0.014850411,0,0,0.014850411,0,0,0.014850411,0.014850411,0,0.014850411,0.014850411,0,0,0,0,0.014850411,0,0.014850411,0,0.014850411,0.014850411,0,0,0,0,0.029700821,0,0,0.014850411,0.014850411,0.014850411,0,0,0.014850411,0,0.029700821,0.014850411,0,0,0,0.029700821,0,0,0,0.014850411,0,0,0.014850411,0,0,0.029700821,0,0,0.014850411,0,0.014850411,0.103952874,0.207143774,0.213690211
0,0,0.03451887,0,0.017259435,0,0.051778306,0,0.017259435,0,0.017259435,0,0,0,0.017259435,0.017259435,0,0.03451887,0.03451887,0.017259435,0.017259435,0.051778306,0.086297176,0.017259435,0.017259435,0,0.017259435,0,0,0,0.03451887,0,0.017259435,0,0,0,0,0.017259435,0.017259435,0,0,0,0,0,0,0,0,0,0,0.017259435,0,0,0,0.03451887,0.017259435,0,0.017259435,0,0.017259435,0,0,0.017259435,0,0,0,0.166089731,0.160792296
0,0,0.014704264,0.014704264,0.029408528,0.014704264,0,0,0,0,0.029408528,0,0.014704264,0,0.014704264,0.014704264,0.014704264,0.014704264,0,0,0.014704264,0,0,0.029408528,0,0.014704264,0.014704264,0.014704264,0.014704264,0,0,0,0,0.014704264,0,0.029408528,0,0.014704264,0.029408528,0.014704264,0,0.014704264,0.014704264,0.014704264,0,0,0,0.014704264,0.014704264,0.029408528,0,0,0,0,0,0.014704264,0,0.029408528,0,0.014704264,0,0.014704264,0,0.014704264,0,0.204209631,0.222324078
0,0.015738259,0,0.031476517,0.015738259,0,0,0,0.015738259,0.015738259,0.015738259,0.015738259,0,0.015738259,0.015738259,0.015738259,0,0,0,0,0,0,0,0.015738259,0,0,0.015738259,0.031476517,0,0.015738259,0,0,0.015738259,0.015738259,0.015738259,0,0.015738259,0,0.015738259,0.015738259,0.015738259,0.031476517,0.015738259,0.062953034,0,0,0,0,0,0.031476517,0,0.015738259,0.015738259,0,0,0.015738259,0,0,0,0.015738259,0,0.031476517,0,0,0.015738259,0.176018206,0.210189708
0,0.04833445,0,0,0.04833445,0.04833445,0,0,0,0.016111483,0.016111483,0,0,0.032222966,0.016111483,0,0,0.016111483,0.016111483,0.016111483,0,0,0,0,0,0.032222966,0,0,0,0,0,0,0,0.032222966,0.032222966,0,0,0,0,0.016111483,0,0,0,0.145003349,0.016111483,0,0,0.016111483,0,0,0,0.032222966,0,0,0,0.016111483,0,0.016111483,0,0,0,0,0,0,0,0.19019665,0.181455504
0,0.015120304,0,0.015120304,0.030240609,0,0,0,0.015120304,0,0,0,0,0.015120304,0,0.015120304,0.030240609,0.015120304,0.015120304,0,0.030240609,0.030240609,0,0,0,0,0,0,0,0,0.015120304,0,0.015120304,0,0,0,0,0.030240609,0,0,0.015120304,0,0.045360913,0.045360913,0.015120304,0,0,0.015120304,0,0.030240609,0,0,0,0,0.030240609,0,0,0,0,0.045360913,0,0.015120304,0.015120304,0.015120304,0.015120304,0.194839789,0.21546834
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014043553,0,0,0,0,0,0,0.014043553,0,0,0.028087105,0.028087105,0,0,0,0.014043553,0.028087105,0,0,0,0,0,0.014043553,0,0.042130658,0,0.028087105,0.042130658,0.028087105,0.014043553,0,0.014043553,0.014043553,0,0,0,0.014043553,0,0,0.028087105,0,0,0.014043553,0.028087105,0.014043553,0,0.028087105,0.028087105,0.070217763,0.218043428,0.234258021
0,0.033322858,0.016661429,0.033322858,0.033322858,0.016661429,0.016661429,0.016661429,0,0.016661429,0,0.016661429,0.016661429,0,0.016661429,0,0.016661429,0.033322858,0.016661429,0,0,0.033322858,0.033322858,0,0.016661429,0,0,0,0.016661429,0.016661429,0,0,0,0.033322858,0,0.016661429,0,0,0.016661429,0,0,0.016661429,0,0,0,0.016661429,0,0,0.016661429,0.016661429,0.016661429,0,0,0,0.016661429,0,0,0.016661429,0,0,0,0,0,0.033322858,0.016661429,0.207627565,0.142576698
0,0.014622165,0,0,0.029244329,0,0,0,0.014622165,0.029244329,0,0,0,0,0.014622165,0,0.029244329,0.014622165,0,0.014622165,0,0.014622165,0,0,0,0.014622165,0,0,0.014622165,0,0,0,0.014622165,0.014622165,0,0.014622165,0.014622165,0,0,0.014622165,0,0,0.014622165,0.029244329,0.029244329,0.014622165,0,0,0.029244329,0,0.014622165,0,0,0.014622165,0,0.014622165,0,0.014622165,0,0.043866494,0,0,0.014622165,0.058488659,0,0.208841652,0.220893925
0,0.015746402,0,0,0.015746402,0,0.015746402,0,0,0,0.015746402,0,0.015746402,0.015746402,0,0.015746402,0.015746402,0.015746402,0,0,0.015746402,0,0,0,0.015746402,0,0,0.015746402,0,0.015746402,0.015746402,0,0,0,0,0,0,0.031492805,0,0,0.015746402,0,0.031492805,0.047239207,0,0.015746402,0,0.015746402,0,0,0.015746402,0.031492805,0.015746402,0,0,0.015746402,0,0,0,0.031492805,0.015746402,0.015746402,0,0.015746402,0.078732011,0.193358629,0.192531683
0,0.063402031,0.015850508,0.031701015,0.015850508,0.015850508,0.015850508,0,0,0,0.015850508,0.015850508,0.015850508,0.015850508,0,0,0.015850508,0.047551523,0,0,0,0.015850508,0.015850508,0.015850508,0,0,0.015850508,0,0,0,0,0.015850508,0,0,0,0,0.015850508,0,0.031701015,0,0.015850508,0.015850508,0.015850508,0,0,0,0.015850508,0,0.015850508,0.015850508,0.015850508,0,0,0.015850508,0,0,0,0,0,0.015850508,0.015850508,0.015850508,0,0.015850508,0.015850508,0.194980951,0.18684925
0,0,0.014439904,0.014439904,0,0.028879807,0.014439904,0,0.028879807,0.014439904,0,0.028879807,0,0,0,0,0,0.014439904,0.043319711,0,0,0,0.014439904,0,0.014439904,0.014439904,0.014439904,0,0.014439904,0,0.028879807,0.014439904,0,0.014439904,0,0.028879807,0,0.028879807,0,0.014439904,0,0.014439904,0.014439904,0,0.014439904,0,0,0.014439904,0.014439904,0,0,0,0,0,0,0.043319711,0,0,0.014439904,0.014439904,0,0,0.014439904,0,0,0.271101248,0.165742513
0,0,0,0,0,0,0.014115515,0,0.028231029,0,0,0,0,0,0.014115515,0,0,0,0,0,0,0,0,0.028231029,0.014115515,0,0.014115515,0.014115515,0.014115515,0.014115515,0,0.014115515,0.028231029,0,0.014115515,0,0.014115515,0,0.014115515,0,0,0.028231029,0,0.014115515,0.014115515,0.014115515,0,0,0.028231029,0,0.028231029,0,0,0,0.014115515,0.014115515,0.014115515,0,0,0.014115515,0.014115515,0,0.028231029,0.028231029,0.056462059,0.214691474,0.234803452
0,0.014222367,0,0.014222367,0.014222367,0,0,0,0,0,0.014222367,0,0.042667101,0,0.014222367,0.014222367,0,0,0,0.014222367,0.014222367,0,0,0,0,0,0,0,0,0,0,0,0,0.014222367,0,0,0,0.014222367,0,0,0,0.014222367,0,0.042667101,0.028444734,0.028444734,0,0.028444734,0.028444734,0.014222367,0,0.028444734,0,0.014222367,0,0,0,0,0,0.042667101,0.014222367,0.014222367,0,0.014222367,0.056889468,0.201552083,0.243775609
0,0.087175527,0,0.017435105,0.034870211,0,0,0,0,0,0,0.034870211,0,0.052305316,0,0.017435105,0.034870211,0,0,0,0,0,0,0,0,0,0,0,0,0.017435105,0,0,0,0.017435105,0,0,0,0,0,0,0.017435105,0.017435105,0,0.017435105,0.017435105,0,0,0.017435105,0.017435105,0.017435105,0,0.017435105,0.069740422,0,0,0,0,0,0.017435105,0,0.017435105,0.034870211,0,0,0.087175527,0.186788677,0.133242214
0,0.013941012,0.013941012,0,0,0,0.013941012,0.013941012,0,0.013941012,0,0.027882025,0,0,0,0.013941012,0.013941012,0,0.013941012,0.013941012,0.013941012,0.013941012,0,0,0,0.013941012,0.027882025,0.013941012,0,0,0,0,0,0.013941012,0,0.013941012,0.013941012,0.027882025,0,0.041823037,0,0,0.027882025,0.013941012,0.013941012,0,0.013941012,0.013941012,0.013941012,0,0,0.013941012,0,0.013941012,0,0,0,0.013941012,0.013941012,0,0.013941012,0.013941012,0,0.013941012,0,0.288127873,0.168172642
0,0.047034097,0.047034097,0.015678032,0.015678032,0.015678032,0.015678032,0.015678032,0,0.015678032,0,0.015678032,0,0.015678032,0,0,0.031356064,0.015678032,0,0.015678032,0,0.015678032,0,0,0.015678032,0.015678032,0,0,0,0,0.015678032,0,0,0.031356064,0,0,0.015678032,0,0,0,0,0,0,0,0.031356064,0.015678032,0,0,0.015678032,0.031356064,0,0,0.015678032,0,0.031356064,0,0,0.015678032,0,0,0,0.015678032,0.015678032,0.015678032,0.015678032,0.204792728,0.183764015
0,0,0,0,0,0,0,0,0.041889788,0.013963263,0.013963263,0,0,0,0,0,0.013963263,0,0,0.013963263,0,0,0.013963263,0.013963263,0,0.013963263,0,0.027926525,0.013963263,0.013963263,0.027926525,0,0,0,0.027926525,0.013963263,0.013963263,0.013963263,0,0.013963263,0,0.027926525,0.013963263,0.027926525,0.013963263,0,0,0.013963263,0.013963263,0,0.013963263,0,0,0,0.013963263,0.013963263,0,0.013963263,0,0.027926525,0,0,0,0.027926525,0.013963263,0.201426814,0.25400594
0,0.013999603,0,0.013999603,0,0.027999206,0,0,0.013999603,0,0.013999603,0.041998809,0,0,0,0,0,0.013999603,0.041998809,0.027999206,0,0.027999206,0,0,0,0,0.027999206,0,0.013999603,0,0,0,0.013999603,0,0,0,0,0.027999206,0.013999603,0.041998809,0,0.013999603,0.041998809,0.013999603,0,0,0.013999603,0,0.013999603,0,0,0,0,0,0.013999603,0,0,0,0,0.013999603,0.013999603,0,0,0.027999206,0,0.311660325,0.142355164
0,0,0.014136349,0,0,0,0.042409047,0.014136349,0,0.014136349,0,0.014136349,0.014136349,0,0.014136349,0,0,0.014136349,0,0.042409047,0.014136349,0.056545396,0.028272698,0.014136349,0,0,0,0.028272698,0,0,0,0.014136349,0,0,0.028272698,0,0,0,0.014136349,0,0.014136349,0.014136349,0.028272698,0,0,0.014136349,0.014136349,0.014136349,0,0,0.014136349,0,0,0.014136349,0.014136349,0,0,0,0,0,0.028272698,0,0,0,0,0.227830449,0.220851936
0,0.014521353,0,0,0.029042706,0,0.014521353,0,0.014521353,0,0,0,0.014521353,0.014521353,0,0.014521353,0,0.029042706,0.014521353,0,0,0.043564059,0.043564059,0,0.014521353,0,0,0,0,0,0.014521353,0.014521353,0,0,0,0.014521353,0,0,0.014521353,0,0,0,0,0.029042706,0.029042706,0,0,0.043564059,0.014521353,0,0.014521353,0,0,0,0.014521353,0,0,0.014521353,0.014521353,0.043564059,0.014521353,0,0,0.014521353,0,0.198867703,0.234799529
